MLII,V1,Sample
1.215,-1.78,429682
1.335,-1.72,429683
1.415,-1.605,429684
1.435,-1.45,429685
1.345,-1.23,429686
1.065,-0.975,429687
0.64,-0.74,429688
0.205,-0.515,429689
-0.2,-0.32,429690
-0.485,-0.23,429691
-0.625,-0.195,429692
-0.72,-0.155,429693
-0.76,-0.115,429694
-0.85,-0.065,429695
-0.92,-0.04,429696
-0.97,-0.01,429697
-0.965,-0.03,429698
-0.97,-0.015,429699
-1.0,-0.005,429700
-1.02,0.0,429701
-1.065,0.01,429702
-1.1,0.0,429703
-1.12,0.005,429704
-1.13,-0.005,429705
-1.125,-0.005,429706
-1.14,0.0,429707
-1.165,0.0,429708
-1.2,-0.02,429709
-1.23,-0.02,429710
-1.225,-0.02,429711
-1.225,-0.01,429712
-1.24,0.005,429713
-1.295,0.005,429714
-1.305,-0.01,429715
-1.33,-0.03,429716
-1.34,-0.015,429717
-1.335,-0.015,429718
-1.335,0.015,429719
-1.345,0.03,429720
-1.34,0.04,429721
-1.34,0.045,429722
-1.35,0.07,429723
-1.345,0.115,429724
-1.325,0.145,429725
-1.33,0.16,429726
-1.335,0.165,429727
-1.335,0.18,429728
-1.335,0.21,429729
-1.32,0.225,429730
-1.295,0.26,429731
-1.295,0.28,429732
-1.3,0.285,429733
-1.265,0.285,429734
-1.225,0.295,429735
-1.185,0.305,429736
-1.13,0.305,429737
-1.115,0.305,429738
-1.09,0.295,429739
-1.07,0.285,429740
-1.06,0.285,429741
-1.075,0.305,429742
-1.11,0.305,429743
-1.155,0.3,429744
-1.185,0.285,429745
-1.195,0.295,429746
-1.17,0.31,429747
-1.15,0.355,429748
-1.155,0.37,429749
-1.185,0.395,429750
-1.185,0.405,429751
-1.14,0.415,429752
-1.085,0.44,429753
-1.06,0.435,429754
-1.065,0.44,429755
-1.1,0.44,429756
-1.14,0.405,429757
-1.15,0.37,429758
-1.15,0.36,429759
-1.165,0.33,429760
-1.155,0.32,429761
-1.115,0.305,429762
-1.095,0.265,429763
-1.065,0.24,429764
-1.04,0.21,429765
-1.04,0.19,429766
-1.06,0.19,429767
-1.1,0.18,429768
-1.11,0.14,429769
-1.085,0.125,429770
-1.075,0.12,429771
-1.06,0.095,429772
-1.075,0.08,429773
-1.09,0.03,429774
-1.095,0.0,429775
-1.09,-0.035,429776
-1.07,-0.07,429777
-1.045,-0.055,429778
-1.025,-0.05,429779
-1.02,-0.04,429780
-1.015,-0.05,429781
-1.01,-0.065,429782
-0.985,-0.07,429783
-0.94,-0.06,429784
-0.915,-0.06,429785
-0.935,-0.07,429786
-0.96,-0.09,429787
-0.975,-0.11,429788
-0.96,-0.115,429789
-0.97,-0.13,429790
-0.965,-0.14,429791
-0.985,-0.16,429792
-0.995,-0.185,429793
-0.98,-0.245,429794
-0.965,-0.29,429795
-0.94,-0.295,429796
-0.935,-0.28,429797
-0.94,-0.255,429798
-0.96,-0.2,429799
-0.99,-0.15,429800
-0.96,-0.085,429801
-0.955,-0.015,429802
-0.955,0.035,429803
-0.955,0.05,429804
-0.95,0.05,429805
-0.935,0.05,429806
-0.905,0.075,429807
-0.88,0.105,429808
-0.875,0.1,429809
-0.9,0.085,429810
-0.925,0.035,429811
-0.92,0.01,429812
-0.92,-0.005,429813
-0.92,-0.025,429814
-0.935,-0.03,429815
-0.94,-0.06,429816
-0.95,-0.075,429817
-0.95,-0.105,429818
-0.95,-0.105,429819
-0.935,-0.105,429820
-0.925,-0.13,429821
-0.92,-0.15,429822
-0.915,-0.165,429823
-0.915,-0.165,429824
-0.885,-0.145,429825
-0.83,-0.11,429826
-0.765,-0.09,429827
-0.735,-0.095,429828
-0.715,-0.11,429829
-0.715,-0.115,429830
-0.705,-0.11,429831
-0.69,-0.105,429832
-0.665,-0.11,429833
-0.67,-0.12,429834
-0.705,-0.135,429835
-0.715,-0.135,429836
-0.715,-0.13,429837
-0.715,-0.11,429838
-0.7,-0.095,429839
-0.73,-0.09,429840
-0.785,-0.125,429841
-0.815,-0.125,429842
-0.805,-0.115,429843
-0.795,-0.095,429844
-0.795,-0.06,429845
-0.805,-0.06,429846
-0.845,-0.08,429847
-0.85,-0.08,429848
-0.86,-0.08,429849
-0.845,-0.075,429850
-0.835,-0.055,429851
-0.855,-0.055,429852
-0.855,-0.07,429853
-0.865,-0.095,429854
-0.85,-0.085,429855
-0.83,-0.085,429856
-0.82,-0.08,429857
-0.83,-0.09,429858
-0.825,-0.08,429859
-0.825,-0.1,429860
-0.79,-0.105,429861
-0.755,-0.095,429862
-0.745,-0.1,429863
-0.765,-0.135,429864
-0.81,-0.16,429865
-0.805,-0.175,429866
-0.735,-0.17,429867
-0.63,-0.175,429868
-0.485,-0.19,429869
-0.315,-0.22,429870
-0.065,-0.19,429871
0.22,-0.135,429872
0.505,-0.03,429873
0.755,0.085,429874
0.925,0.205,429875
0.9,0.26,429876
0.62,0.25,429877
0.23,0.215,429878
-0.15,0.185,429879
-0.505,0.13,429880
-0.74,0.055,429881
-0.83,-0.02,429882
-0.865,-0.085,429883
-0.855,-0.11,429884
-0.825,-0.095,429885
-0.805,-0.08,429886
-0.79,-0.035,429887
-0.775,-0.025,429888
-0.765,-0.03,429889
-0.765,-0.025,429890
-0.745,-0.005,429891
-0.725,0.015,429892
-0.715,0.06,429893
-0.74,0.095,429894
-0.765,0.095,429895
-0.77,0.125,429896
-0.755,0.16,429897
-0.755,0.19,429898
-0.775,0.18,429899
-0.83,0.145,429900
-0.875,0.085,429901
-0.915,0.065,429902
-0.905,0.05,429903
-0.86,0.06,429904
-0.815,0.065,429905
-0.755,0.065,429906
-0.695,0.055,429907
-0.635,0.065,429908
-0.565,0.06,429909
-0.48,0.03,429910
-0.465,0.02,429911
-0.52,-0.005,429912
-0.58,-0.04,429913
-0.625,-0.1,429914
-0.64,-0.135,429915
-0.665,-0.165,429916
-0.7,-0.18,429917
-0.72,-0.235,429918
-0.755,-0.305,429919
-0.75,-0.34,429920
-0.735,-0.37,429921
-0.71,-0.38,429922
-0.7,-0.375,429923
-0.7,-0.4,429924
-0.67,-0.425,429925
-0.625,-0.435,429926
-0.59,-0.42,429927
-0.535,-0.395,429928
-0.535,-0.36,429929
-0.53,-0.345,429930
-0.55,-0.355,429931
-0.55,-0.35,429932
-0.54,-0.345,429933
-0.53,-0.345,429934
-0.52,-0.325,429935
-0.555,-0.32,429936
-0.56,-0.33,429937
-0.55,-0.33,429938
-0.525,-0.325,429939
-0.51,-0.285,429940
-0.505,-0.23,429941
-0.5,-0.2,429942
-0.505,-0.19,429943
-0.525,-0.18,429944
-0.545,-0.165,429945
-0.59,-0.15,429946
-0.64,-0.165,429947
-0.7,-0.16,429948
-0.71,-0.175,429949
-0.71,-0.18,429950
-0.685,-0.18,429951
-0.66,-0.175,429952
-0.645,-0.17,429953
-0.64,-0.2,429954
-0.675,-0.235,429955
-0.705,-0.285,429956
-0.675,-0.325,429957
-0.6,-0.325,429958
-0.53,-0.31,429959
-0.57,-0.29,429960
-0.71,-0.34,429961
-0.835,-0.42,429962
-0.825,-0.415,429963
-0.63,-0.14,429964
-0.46,0.285,429965
-0.48,0.625,429966
-0.275,0.525,429967
0.315,-0.115,429968
0.855,-0.755,429969
1.025,-1.32,429970
0.695,-1.345,429971
0.255,-1.14,429972
0.36,-0.885,429973
0.865,-0.68,429974
1.11,-0.46,429975
0.93,-0.225,429976
0.77,-0.02,429977
0.79,0.105,429978
0.815,0.175,429979
0.72,0.2,429980
0.545,0.24,429981
0.405,0.27,429982
0.29,0.29,429983
0.155,0.295,429984
0.01,0.3,429985
-0.13,0.28,429986
-0.245,0.265,429987
-0.375,0.275,429988
-0.51,0.25,429989
-0.615,0.23,429990
-0.7,0.18,429991
-0.73,0.115,429992
-0.73,0.055,429993
-0.71,0.0,429994
-0.7,-0.035,429995
-0.69,-0.085,429996
-0.68,-0.13,429997
-0.71,-0.16,429998
-0.715,-0.185,429999
-0.74,-0.17,430000
-0.76,-0.185,430001
-0.8,-0.185,430002
-0.815,-0.2,430003
-0.8,-0.215,430004
-0.78,-0.22,430005
-0.74,-0.215,430006
-0.685,-0.2,430007
-0.635,-0.18,430008
-0.565,-0.16,430009
-0.5,-0.14,430010
-0.435,-0.135,430011
-0.38,-0.14,430012
-0.315,-0.145,430013
-0.29,-0.16,430014
-0.275,-0.185,430015
-0.265,-0.23,430016
-0.24,-0.27,430017
-0.225,-0.28,430018
-0.245,-0.265,430019
-0.295,-0.275,430020
-0.34,-0.28,430021
-0.36,-0.285,430022
-0.385,-0.275,430023
-0.41,-0.26,430024
-0.465,-0.265,430025
-0.525,-0.28,430026
-0.585,-0.31,430027
-0.61,-0.325,430028
-0.635,-0.34,430029
-0.65,-0.34,430030
-0.675,-0.335,430031
-0.715,-0.33,430032
-0.75,-0.335,430033
-0.78,-0.31,430034
-0.765,-0.265,430035
-0.75,-0.225,430036
-0.755,-0.185,430037
-0.78,-0.15,430038
-0.79,-0.1,430039
-0.79,-0.065,430040
-0.785,-0.025,430041
-0.75,0.01,430042
-0.77,0.035,430043
-0.785,-0.01,430044
-0.805,-0.06,430045
-0.785,-0.11,430046
-0.765,-0.145,430047
-0.735,-0.19,430048
-0.735,-0.225,430049
-0.765,-0.25,430050
-0.8,-0.285,430051
-0.82,-0.315,430052
-0.84,-0.315,430053
-0.825,-0.31,430054
-0.79,-0.26,430055
-0.73,-0.23,430056
-0.605,-0.235,430057
-0.465,-0.295,430058
-0.27,-0.335,430059
-0.045,-0.34,430060
0.21,-0.295,430061
0.44,-0.26,430062
0.635,-0.23,430063
0.82,-0.2,430064
0.9,-0.13,430065
0.765,-0.08,430066
0.395,-0.055,430067
-0.085,-0.1,430068
-0.5,-0.15,430069
-0.765,-0.21,430070
-0.85,-0.275,430071
-0.81,-0.305,430072
-0.775,-0.32,430073
-0.79,-0.3,430074
-0.795,-0.275,430075
-0.775,-0.255,430076
-0.735,-0.23,430077
-0.72,-0.21,430078
-0.74,-0.195,430079
-0.755,-0.2,430080
-0.765,-0.21,430081
-0.765,-0.205,430082
-0.77,-0.21,430083
-0.745,-0.205,430084
-0.75,-0.185,430085
-0.775,-0.19,430086
-0.78,-0.185,430087
-0.75,-0.195,430088
-0.725,-0.185,430089
-0.7,-0.185,430090
-0.695,-0.17,430091
-0.69,-0.18,430092
-0.705,-0.18,430093
-0.695,-0.17,430094
-0.675,-0.195,430095
-0.655,-0.18,430096
-0.675,-0.175,430097
-0.68,-0.18,430098
-0.69,-0.19,430099
-0.695,-0.22,430100
-0.68,-0.22,430101
-0.665,-0.225,430102
-0.645,-0.24,430103
-0.645,-0.25,430104
-0.65,-0.28,430105
-0.65,-0.285,430106
-0.635,-0.29,430107
-0.62,-0.305,430108
-0.605,-0.295,430109
-0.61,-0.305,430110
-0.625,-0.325,430111
-0.63,-0.35,430112
-0.615,-0.37,430113
-0.595,-0.365,430114
-0.56,-0.35,430115
-0.55,-0.35,430116
-0.555,-0.365,430117
-0.535,-0.375,430118
-0.52,-0.36,430119
-0.495,-0.355,430120
-0.48,-0.36,430121
-0.5,-0.365,430122
-0.52,-0.385,430123
-0.495,-0.405,430124
-0.475,-0.42,430125
-0.455,-0.415,430126
-0.455,-0.405,430127
-0.455,-0.39,430128
-0.45,-0.41,430129
-0.425,-0.44,430130
-0.42,-0.43,430131
-0.39,-0.435,430132
-0.38,-0.42,430133
-0.39,-0.435,430134
-0.415,-0.455,430135
-0.44,-0.47,430136
-0.455,-0.47,430137
-0.43,-0.485,430138
-0.43,-0.475,430139
-0.45,-0.48,430140
-0.455,-0.5,430141
-0.46,-0.525,430142
-0.435,-0.52,430143
-0.435,-0.52,430144
-0.43,-0.525,430145
-0.445,-0.54,430146
-0.45,-0.56,430147
-0.445,-0.565,430148
-0.43,-0.545,430149
-0.42,-0.53,430150
-0.42,-0.485,430151
-0.435,-0.465,430152
-0.445,-0.435,430153
-0.43,-0.405,430154
-0.425,-0.37,430155
-0.42,-0.305,430156
-0.415,-0.255,430157
-0.445,-0.24,430158
-0.45,-0.215,430159
-0.45,-0.215,430160
-0.425,-0.185,430161
-0.435,-0.155,430162
-0.445,-0.125,430163
-0.465,-0.125,430164
-0.475,-0.125,430165
-0.47,-0.115,430166
-0.465,-0.125,430167
-0.445,-0.115,430168
-0.445,-0.105,430169
-0.455,-0.12,430170
-0.465,-0.125,430171
-0.455,-0.14,430172
-0.435,-0.155,430173
-0.395,-0.165,430174
-0.38,-0.155,430175
-0.38,-0.155,430176
-0.395,-0.175,430177
-0.4,-0.185,430178
-0.385,-0.195,430179
-0.345,-0.195,430180
-0.325,-0.18,430181
-0.35,-0.19,430182
-0.365,-0.205,430183
-0.375,-0.215,430184
-0.365,-0.22,430185
-0.34,-0.215,430186
-0.315,-0.18,430187
-0.295,-0.175,430188
-0.295,-0.18,430189
-0.265,-0.18,430190
-0.235,-0.175,430191
-0.21,-0.145,430192
-0.21,-0.135,430193
-0.225,-0.15,430194
-0.22,-0.155,430195
-0.21,-0.18,430196
-0.185,-0.185,430197
-0.155,-0.2,430198
-0.16,-0.205,430199
-0.17,-0.235,430200
-0.185,-0.265,430201
-0.175,-0.295,430202
-0.175,-0.295,430203
-0.175,-0.29,430204
-0.2,-0.285,430205
-0.235,-0.285,430206
-0.255,-0.295,430207
-0.275,-0.31,430208
-0.28,-0.305,430209
-0.3,-0.3,430210
-0.31,-0.29,430211
-0.325,-0.275,430212
-0.36,-0.27,430213
-0.38,-0.265,430214
-0.41,-0.265,430215
-0.42,-0.26,430216
-0.425,-0.26,430217
-0.435,-0.265,430218
-0.44,-0.29,430219
-0.44,-0.305,430220
-0.425,-0.295,430221
-0.415,-0.285,430222
-0.43,-0.275,430223
-0.44,-0.27,430224
-0.44,-0.27,430225
-0.435,-0.285,430226
-0.43,-0.28,430227
-0.42,-0.285,430228
-0.42,-0.28,430229
-0.435,-0.29,430230
-0.435,-0.32,430231
-0.43,-0.345,430232
-0.39,-0.325,430233
-0.31,-0.305,430234
-0.2,-0.31,430235
-0.085,-0.35,430236
0.06,-0.415,430237
0.28,-0.455,430238
0.535,-0.43,430239
0.81,-0.375,430240
1.055,-0.345,430241
1.26,-0.34,430242
1.355,-0.32,430243
1.205,-0.255,430244
0.84,-0.25,430245
0.42,-0.275,430246
0.055,-0.305,430247
-0.23,-0.345,430248
-0.36,-0.395,430249
-0.39,-0.42,430250
-0.39,-0.425,430251
-0.405,-0.36,430252
-0.42,-0.33,430253
-0.425,-0.33,430254
-0.43,-0.32,430255
-0.44,-0.32,430256
-0.445,-0.325,430257
-0.445,-0.325,430258
-0.44,-0.31,430259
-0.455,-0.315,430260
-0.48,-0.33,430261
-0.47,-0.34,430262
-0.46,-0.345,430263
-0.45,-0.325,430264
-0.445,-0.32,430265
-0.465,-0.315,430266
-0.465,-0.32,430267
-0.47,-0.32,430268
-0.445,-0.34,430269
-0.45,-0.325,430270
-0.44,-0.31,430271
-0.445,-0.315,430272
-0.445,-0.325,430273
-0.43,-0.335,430274
-0.43,-0.335,430275
-0.41,-0.31,430276
-0.415,-0.295,430277
-0.435,-0.295,430278
-0.43,-0.32,430279
-0.42,-0.325,430280
-0.415,-0.31,430281
-0.4,-0.305,430282
-0.385,-0.28,430283
-0.395,-0.295,430284
-0.405,-0.3,430285
-0.415,-0.315,430286
-0.4,-0.32,430287
-0.36,-0.3,430288
-0.35,-0.3,430289
-0.355,-0.315,430290
-0.36,-0.315,430291
-0.35,-0.31,430292
-0.335,-0.345,430293
-0.295,-0.33,430294
-0.285,-0.33,430295
-0.28,-0.32,430296
-0.28,-0.345,430297
-0.28,-0.36,430298
-0.27,-0.365,430299
-0.24,-0.385,430300
-0.23,-0.37,430301
-0.23,-0.375,430302
-0.225,-0.395,430303
-0.22,-0.41,430304
-0.195,-0.435,430305
-0.18,-0.435,430306
-0.17,-0.43,430307
-0.165,-0.44,430308
-0.19,-0.46,430309
-0.175,-0.475,430310
-0.17,-0.48,430311
-0.15,-0.475,430312
-0.135,-0.48,430313
-0.14,-0.485,430314
-0.145,-0.485,430315
-0.165,-0.505,430316
-0.175,-0.52,430317
-0.14,-0.515,430318
-0.12,-0.52,430319
-0.12,-0.52,430320
-0.145,-0.545,430321
-0.13,-0.55,430322
-0.12,-0.55,430323
-0.115,-0.54,430324
-0.11,-0.52,430325
-0.145,-0.52,430326
-0.15,-0.525,430327
-0.15,-0.53,430328
-0.12,-0.515,430329
-0.115,-0.5,430330
-0.13,-0.46,430331
-0.145,-0.44,430332
-0.17,-0.43,430333
-0.155,-0.42,430334
-0.15,-0.415,430335
-0.135,-0.385,430336
-0.15,-0.345,430337
-0.165,-0.32,430338
-0.185,-0.31,430339
-0.195,-0.3,430340
-0.185,-0.29,430341
-0.205,-0.27,430342
-0.23,-0.24,430343
-0.24,-0.235,430344
-0.265,-0.225,430345
-0.28,-0.235,430346
-0.27,-0.23,430347
-0.25,-0.21,430348
-0.24,-0.18,430349
-0.225,-0.17,430350
-0.25,-0.18,430351
-0.275,-0.195,430352
-0.28,-0.18,430353
-0.255,-0.16,430354
-0.25,-0.14,430355
-0.265,-0.13,430356
-0.295,-0.145,430357
-0.3,-0.15,430358
-0.295,-0.15,430359
-0.26,-0.145,430360
-0.235,-0.12,430361
-0.26,-0.125,430362
-0.27,-0.155,430363
-0.275,-0.145,430364
-0.26,-0.145,430365
-0.235,-0.14,430366
-0.235,-0.125,430367
-0.25,-0.125,430368
-0.275,-0.135,430369
-0.255,-0.135,430370
-0.245,-0.135,430371
-0.22,-0.115,430372
-0.2,-0.09,430373
-0.205,-0.09,430374
-0.2,-0.11,430375
-0.19,-0.14,430376
-0.175,-0.15,430377
-0.155,-0.15,430378
-0.145,-0.15,430379
-0.14,-0.175,430380
-0.135,-0.205,430381
-0.105,-0.22,430382
-0.08,-0.26,430383
-0.075,-0.275,430384
-0.08,-0.3,430385
-0.1,-0.33,430386
-0.12,-0.39,430387
-0.105,-0.42,430388
-0.11,-0.42,430389
-0.115,-0.41,430390
-0.115,-0.4,430391
-0.13,-0.37,430392
-0.145,-0.365,430393
-0.17,-0.345,430394
-0.18,-0.305,430395
-0.175,-0.255,430396
-0.165,-0.195,430397
-0.19,-0.155,430398
-0.2,-0.15,430399
-0.225,-0.165,430400
-0.23,-0.19,430401
-0.24,-0.2,430402
-0.255,-0.195,430403
-0.29,-0.215,430404
-0.33,-0.22,430405
-0.34,-0.235,430406
-0.325,-0.225,430407
-0.315,-0.21,430408
-0.32,-0.2,430409
-0.33,-0.21,430410
-0.345,-0.215,430411
-0.35,-0.22,430412
-0.31,-0.22,430413
-0.285,-0.21,430414
-0.28,-0.185,430415
-0.29,-0.225,430416
-0.305,-0.255,430417
-0.32,-0.285,430418
-0.28,-0.27,430419
-0.18,-0.27,430420
-0.075,-0.295,430421
0.08,-0.345,430422
0.25,-0.38,430423
0.455,-0.37,430424
0.685,-0.295,430425
0.915,-0.21,430426
1.095,-0.135,430427
1.18,-0.06,430428
1.09,0.01,430429
0.78,0.03,430430
0.395,0.0,430431
0.03,-0.04,430432
-0.26,-0.09,430433
-0.415,-0.17,430434
-0.435,-0.24,430435
-0.435,-0.25,430436
-0.445,-0.235,430437
-0.45,-0.215,430438
-0.42,-0.185,430439
-0.38,-0.175,430440
-0.385,-0.18,430441
-0.375,-0.185,430442
-0.375,-0.17,430443
-0.365,-0.16,430444
-0.36,-0.145,430445
-0.385,-0.145,430446
-0.41,-0.145,430447
-0.43,-0.17,430448
-0.45,-0.185,430449
-0.455,-0.16,430450
-0.495,-0.14,430451
-0.515,-0.14,430452
-0.5,-0.125,430453
-0.47,-0.145,430454
-0.425,-0.15,430455
-0.415,-0.13,430456
-0.435,-0.13,430457
-0.46,-0.13,430458
-0.48,-0.145,430459
-0.51,-0.175,430460
-0.48,-0.175,430461
-0.455,-0.17,430462
-0.445,-0.165,430463
-0.44,-0.17,430464
-0.45,-0.19,430465
-0.455,-0.195,430466
-0.42,-0.19,430467
-0.4,-0.19,430468
-0.415,-0.185,430469
-0.4,-0.19,430470
-0.4,-0.195,430471
-0.375,-0.22,430472
-0.35,-0.215,430473
-0.31,-0.215,430474
-0.305,-0.2,430475
-0.32,-0.195,430476
-0.345,-0.22,430477
-0.38,-0.245,430478
-0.37,-0.26,430479
-0.35,-0.25,430480
-0.31,-0.27,430481
-0.3,-0.26,430482
-0.31,-0.285,430483
-0.325,-0.3,430484
-0.315,-0.305,430485
-0.32,-0.31,430486
-0.305,-0.295,430487
-0.29,-0.31,430488
-0.275,-0.34,430489
-0.28,-0.355,430490
-0.27,-0.37,430491
-0.26,-0.355,430492
-0.275,-0.35,430493
-0.29,-0.34,430494
-0.295,-0.37,430495
-0.275,-0.385,430496
-0.245,-0.385,430497
-0.23,-0.38,430498
-0.23,-0.37,430499
-0.255,-0.375,430500
-0.265,-0.37,430501
-0.28,-0.375,430502
-0.275,-0.385,430503
-0.265,-0.37,430504
-0.255,-0.36,430505
-0.285,-0.36,430506
-0.32,-0.385,430507
-0.305,-0.38,430508
-0.3,-0.38,430509
-0.28,-0.375,430510
-0.265,-0.36,430511
-0.285,-0.36,430512
-0.28,-0.365,430513
-0.275,-0.36,430514
-0.26,-0.34,430515
-0.26,-0.325,430516
-0.26,-0.31,430517
-0.305,-0.29,430518
-0.33,-0.29,430519
-0.335,-0.28,430520
-0.33,-0.24,430521
-0.315,-0.21,430522
-0.325,-0.185,430523
-0.33,-0.165,430524
-0.34,-0.145,430525
-0.35,-0.14,430526
-0.35,-0.11,430527
-0.36,-0.09,430528
-0.34,-0.07,430529
-0.355,-0.08,430530
-0.37,-0.07,430531
-0.35,-0.075,430532
-0.33,-0.085,430533
-0.31,-0.075,430534
-0.32,-0.055,430535
-0.355,-0.04,430536
-0.37,-0.045,430537
-0.395,-0.045,430538
-0.38,-0.04,430539
-0.345,-0.015,430540
-0.325,-0.005,430541
-0.355,-0.005,430542
-0.365,-0.015,430543
-0.375,-0.025,430544
-0.36,-0.04,430545
-0.355,-0.03,430546
-0.365,-0.02,430547
-0.36,-0.015,430548
-0.37,-0.03,430549
-0.38,-0.025,430550
-0.385,-0.015,430551
-0.36,-0.005,430552
-0.345,0.0,430553
-0.35,0.005,430554
-0.35,-0.005,430555
-0.355,-0.025,430556
-0.335,-0.01,430557
-0.305,-0.005,430558
-0.29,0.015,430559
-0.29,0.02,430560
-0.275,0.025,430561
-0.255,0.02,430562
-0.235,0.005,430563
-0.215,0.005,430564
-0.22,0.015,430565
-0.225,0.01,430566
-0.215,-0.02,430567
-0.19,-0.03,430568
-0.155,-0.05,430569
-0.14,-0.045,430570
-0.13,-0.055,430571
-0.165,-0.065,430572
-0.195,-0.09,430573
-0.2,-0.11,430574
-0.2,-0.105,430575
-0.205,-0.095,430576
-0.21,-0.085,430577
-0.245,-0.08,430578
-0.285,-0.1,430579
-0.3,-0.11,430580
-0.305,-0.115,430581
-0.325,-0.11,430582
-0.34,-0.095,430583
-0.36,-0.07,430584
-0.38,-0.07,430585
-0.39,-0.08,430586
-0.37,-0.105,430587
-0.365,-0.11,430588
-0.375,-0.12,430589
-0.395,-0.105,430590
-0.42,-0.115,430591
-0.405,-0.12,430592
-0.395,-0.11,430593
-0.36,-0.095,430594
-0.335,-0.09,430595
-0.33,-0.095,430596
-0.355,-0.13,430597
-0.375,-0.145,430598
-0.355,-0.135,430599
-0.33,-0.12,430600
-0.32,-0.1,430601
-0.325,-0.115,430602
-0.345,-0.11,430603
-0.36,-0.145,430604
-0.34,-0.165,430605
-0.325,-0.18,430606
-0.31,-0.175,430607
-0.26,-0.185,430608
-0.2,-0.19,430609
-0.11,-0.21,430610
0.025,-0.275,430611
0.22,-0.31,430612
0.425,-0.27,430613
0.66,-0.195,430614
0.89,-0.14,430615
1.1,-0.1,430616
1.23,-0.035,430617
1.155,0.025,430618
0.84,0.055,430619
0.415,0.03,430620
0.015,0.0,430621
-0.275,-0.06,430622
-0.41,-0.12,430623
-0.415,-0.165,430624
-0.38,-0.17,430625
-0.405,-0.175,430626
-0.46,-0.17,430627
-0.445,-0.165,430628
-0.4,-0.145,430629
-0.365,-0.13,430630
-0.365,-0.095,430631
-0.365,-0.09,430632
-0.365,-0.1,430633
-0.355,-0.105,430634
-0.35,-0.105,430635
-0.345,-0.1,430636
-0.345,-0.085,430637
-0.36,-0.09,430638
-0.36,-0.08,430639
-0.365,-0.085,430640
-0.355,-0.075,430641
-0.345,-0.075,430642
-0.33,-0.06,430643
-0.33,-0.085,430644
-0.33,-0.075,430645
-0.325,-0.09,430646
-0.3,-0.085,430647
-0.285,-0.07,430648
-0.27,-0.05,430649
-0.285,-0.065,430650
-0.3,-0.07,430651
-0.285,-0.09,430652
-0.275,-0.1,430653
-0.255,-0.105,430654
-0.28,-0.095,430655
-0.305,-0.09,430656
-0.305,-0.115,430657
-0.285,-0.115,430658
-0.245,-0.115,430659
-0.225,-0.115,430660
-0.24,-0.105,430661
-0.255,-0.1,430662
-0.265,-0.12,430663
-0.25,-0.135,430664
-0.24,-0.145,430665
-0.2,-0.145,430666
-0.185,-0.125,430667
-0.195,-0.13,430668
-0.2,-0.14,430669
-0.195,-0.165,430670
-0.17,-0.175,430671
-0.155,-0.175,430672
-0.145,-0.155,430673
-0.155,-0.16,430674
-0.16,-0.19,430675
-0.16,-0.205,430676
-0.15,-0.22,430677
-0.135,-0.225,430678
-0.105,-0.215,430679
-0.095,-0.215,430680
-0.09,-0.24,430681
-0.08,-0.265,430682
-0.06,-0.27,430683
-0.035,-0.27,430684
-0.04,-0.27,430685
-0.05,-0.28,430686
-0.05,-0.305,430687
-0.05,-0.335,430688
-0.04,-0.35,430689
-0.035,-0.355,430690
-0.045,-0.355,430691
-0.03,-0.34,430692
-0.035,-0.355,430693
-0.04,-0.385,430694
-0.045,-0.39,430695
-0.02,-0.395,430696
-0.025,-0.375,430697
-0.005,-0.38,430698
0.025,-0.405,430699
0.055,-0.415,430700
0.055,-0.425,430701
0.06,-0.41,430702
0.05,-0.4,430703
0.05,-0.39,430704
0.04,-0.385,430705
0.03,-0.385,430706
0.04,-0.355,430707
0.045,-0.35,430708
0.04,-0.315,430709
0.015,-0.295,430710
0.01,-0.285,430711
-0.005,-0.28,430712
0.005,-0.245,430713
0.02,-0.205,430714
0.01,-0.18,430715
-0.025,-0.175,430716
-0.065,-0.15,430717
-0.045,-0.125,430718
-0.03,-0.095,430719
-0.02,-0.065,430720
-0.04,-0.05,430721
-0.05,-0.04,430722
-0.04,-0.055,430723
0.005,-0.055,430724
0.045,-0.045,430725
0.045,-0.04,430726
0.04,-0.025,430727
0.045,-0.025,430728
0.085,-0.035,430729
0.1,-0.035,430730
0.09,-0.03,430731
0.08,-0.01,430732
0.12,0.005,430733
0.17,0.02,430734
0.205,-0.01,430735
0.2,-0.03,430736
0.2,-0.015,430737
0.235,0.005,430738
0.29,0.04,430739
0.31,0.06,430740
0.32,0.065,430741
0.365,0.045,430742
0.42,0.035,430743
0.49,0.045,430744
0.505,0.06,430745
0.505,0.05,430746
0.53,0.04,430747
0.58,0.03,430748
0.64,0.025,430749
0.66,0.03,430750
0.65,0.015,430751
0.635,0.01,430752
0.62,-0.02,430753
0.63,-0.04,430754
0.65,-0.045,430755
0.675,-0.045,430756
0.68,-0.04,430757
0.665,-0.03,430758
0.65,-0.05,430759
0.625,-0.05,430760
0.615,-0.05,430761
0.62,-0.025,430762
0.615,0.0,430763
0.615,0.03,430764
0.595,0.03,430765
0.57,0.01,430766
0.595,0.01,430767
0.605,0.025,430768
0.61,0.05,430769
0.59,0.04,430770
0.575,0.03,430771
0.58,0.025,430772
0.62,0.02,430773
0.64,0.03,430774
0.655,0.04,430775
0.645,0.055,430776
0.615,0.045,430777
0.605,0.015,430778
0.63,0.015,430779
0.65,0.025,430780
0.655,0.025,430781
0.63,0.025,430782
